	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
X786O_KIDNEY..ACH.000649.	0.82297045	0.79928136	0.72067016	0.15341325	0.59603673	0.13331094	0.74414814	0.3423015	0.81728417	0.7528145	0.18164147	0.59044254	0.37336686	0.11505979	0.6799879	0.7777755	0.5267975	0.60912013	0.7673271	0.8555968	0.7658684	0.16441001	0.70439076	0.7872142	0.74034494	0.11730746	0.58600116	0.62373954	0.15723483	0.807224	0.8038686	0.20249347	0.82940346	0.8237734	0.7998687	0.69890565	0.71099216	0.14402927	0.11618481	0.25401834	0.7731017	0.85503405	0.1529425	0.7500592	0.7809915	0.85513014	0.075956315	0.6689806	0.112875834	0.15455493	0.40422547	0.8352475	0.77144325	0.8875314	0.5935002	0.51721823	0.16874208	0.47825348	0.7776684	0.8210495	0.16194497	0.47419608	0.8553601	0.8306465	0.1711752	0.68553334	0.44813678	0.83546275	0.80722386	0.77283704	0.71696234	0.6505813	0.77367973	0.16780393	0.26250193	0.6865558	0.41510865	0.21240501	0.88538736	0.82549155	0.15089978	0.5945043	0.43154845	0.6637202	0.14955676	0.18144175	0.74352896	0.31106433	0.23428772	0.5452059	0.7569876	0.74076766	0.8498327	0.7955396	0.23533322	0.8162346	0.61967975	0.15943949	0.18700318	0.24742824
X8MGBA_CENTRAL_NERVOUS_SYSTEM..ACH.000137.	0.80759346	0.6907011	0.6772834	0.18829337	0.5414353	0.5397725	0.58777344	0.22341795	0.694691	0.19386135	0.15327421	0.58231026	0.5894564	0.21604449	0.630933	0.75094306	0.20926851	0.17031948	0.631986	0.7119868	0.56788766	0.20441732	0.5634628	0.6380805	0.61004084	0.192711	0.68468606	0.60789084	0.23560001	0.73399407	0.5787786	0.32969514	0.60598993	0.7938213	0.7077859	0.52122897	0.57272553	0.29784143	0.14650558	0.27713835	0.75372946	0.7448619	0.1918657	0.7184754	0.75412077	0.73788804	0.10654988	0.6065896	0.13462318	0.16877155	0.60869145	0.7651752	0.5925182	0.68301886	0.24235779	0.17245555	0.17741616	0.64416087	0.5852414	0.7339898	0.1385275	0.6693163	0.71068877	0.6698473	0.20157035	0.61913234	0.21885939	0.73356825	0.67348903	0.5714246	0.68418294	0.5093887	0.6406257	0.18242171	0.24254525	0.7240906	0.70631605	0.15540515	0.8421196	0.6523462	0.17743728	0.58093965	0.5345227	0.50544846	0.24921456	0.22746071	0.61358505	0.65280986	0.23528351	0.14209636	0.6027948	0.46361652	0.24089587	0.56552273	0.2041263	0.70939064	0.49191958	0.18232456	0.1798881	0.2628826
A101D_SKIN..ACH.000008.	0.8344122	0.74454254	0.4593644	0.05939585	0.5360972	0.6732053	0.7948175	0.10526026	0.7882418	0.16877964	0.08388933	0.35869458	0.81461823	0.08945818	0.7434476	0.8113116	0.16155869	0.09950749	0.7214569	0.799354	0.08481665	0.34076485	0.16475709	0.8308054	0.7600833	0.5689359	0.80561894	0.56770396	0.6582613	0.83048946	0.81321967	0.10440557	0.3509746	0.8668636	0.5621207	0.74626726	0.14157757	0.15734313	0.08520314	0.11680968	0.7848737	0.574468	0.11641458	0.8722513	0.71455693	0.87537205	0.05014341	0.7439376	0.074361764	0.05258006	0.82328856	0.860989	0.22758326	0.28943568	0.19621108	0.102461256	0.40629098	0.7714821	0.21763816	0.8087411	0.22469954	0.8262084	0.9019244	0.8884289	0.34001085	0.7192344	0.116622634	0.8195057	0.8883433	0.17635557	0.77626836	0.07485276	0.8294068	0.0740373	0.10905821	0.8127721	0.84091616	0.10114028	0.92269	0.8866511	0.25321004	0.6906526	0.059602145	0.092376165	0.72944343	0.5856307	0.7475682	0.8477239	0.14978766	0.09287988	0.73021823	0.49639776	0.17350937	0.28188893	0.10621208	0.7714596	0.68629503	0.078092515	0.66743106	0.14251615
A1207_CENTRAL_NERVOUS_SYSTEM..ACH.000283.	0.7841279	0.6243291	0.76025134	0.07792125	0.7406369	0.44926497	0.53492606	0.18305808	0.83066696	0.26307237	0.102374405	0.5962323	0.7291765	0.09635626	0.6265539	0.80075955	0.31392267	0.16077729	0.78663915	0.8342387	0.5705197	0.11529678	0.70396864	0.87239444	0.73605156	0.08561591	0.82963204	0.7701716	0.119243085	0.8259919	0.79917216	0.14793459	0.7960527	0.8707255	0.81132483	0.6714778	0.6545267	0.114806175	0.064961776	0.19667982	0.8361795	0.6911665	0.11464029	0.79185754	0.77858853	0.8750468	0.04746236	0.7441509	0.056853905	0.09212083	0.7677885	0.8738496	0.82823503	0.8679771	0.35000998	0.15734622	0.08500743	0.746274	0.71299237	0.83937913	0.0672279	0.7901137	0.88830596	0.85570407	0.11198012	0.73614216	0.18594968	0.8165697	0.8212445	0.8043684	0.77765894	0.6802908	0.81598353	0.07727705	0.11819181	0.83221763	0.7792469	0.08788917	0.91281897	0.8752635	0.1001001	0.6760548	0.59610444	0.62168777	0.14262842	0.10159576	0.79172593	0.6708518	0.15662293	0.16254522	0.8490801	0.7422397	0.37667906	0.7823847	0.12812142	0.8459339	0.7736598	0.08643727	0.13898864	0.15739824
A172_CENTRAL_NERVOUS_SYSTEM..ACH.000558.	0.88241696	0.64340585	0.81662446	0.12149875	0.7788874	0.6273334	0.53405595	0.11598435	0.7509502	0.1510338	0.13861203	0.7449968	0.6777137	0.0842336	0.76134586	0.854208	0.19415869	0.10409371	0.8104141	0.88540804	0.8292363	0.080280244	0.8272108	0.7631132	0.7797468	0.14607482	0.83354837	0.8141815	0.121751465	0.841373	0.6613463	0.14824584	0.74423265	0.9085592	0.7875049	0.6412078	0.77758265	0.11695468	0.08846146	0.116757505	0.7667025	0.8376946	0.11802411	0.81166923	0.86349887	0.78717387	0.0852936	0.7371609	0.096194334	0.12419251	0.69020283	0.832197	0.7340725	0.76977545	0.16824688	0.23625651	0.14065969	0.75944364	0.7451706	0.85902506	0.101679526	0.7529285	0.78436404	0.73881847	0.09053248	0.78947157	0.106495306	0.8518814	0.77846146	0.5287299	0.84922975	0.7055339	0.7258705	0.113228574	0.19940735	0.831215	0.7965223	0.062388167	0.8924464	0.5600941	0.069851644	0.7844185	0.72506505	0.70362383	0.15220214	0.1419645	0.7495972	0.7268178	0.099575065	0.10199949	0.63319427	0.7236103	0.2052622	0.77649575	0.16805169	0.84415686	0.7092978	0.10414667	0.10844407	0.14320068
A204_SOFT_TISSUE..ACH.000201.	0.7894254	0.20013729	0.83044827	0.51434886	0.74944216	0.64368975	0.36837286	0.14353535	0.58390963	0.1482964	0.6391535	0.72616094	0.6759298	0.115341395	0.68736976	0.7965447	0.27806976	0.11288513	0.78741103	0.8237013	0.69419247	0.15122768	0.84668773	0.4886262	0.7494223	0.70943534	0.81080115	0.7109926	0.6098738	0.80833715	0.29407144	0.17667972	0.4290181	0.91060007	0.34219304	0.5374868	0.73223346	0.16122946	0.3947702	0.1093947	0.44613355	0.8380993	0.39026377	0.79156965	0.76508456	0.522667	0.47455606	0.754302	0.4851676	0.51294416	0.6887001	0.605429	0.49479768	0.3638724	0.17929628	0.62187856	0.7203887	0.68547755	0.4136211	0.843947	0.55585045	0.78728366	0.51058024	0.37146503	0.25836888	0.6013366	0.12737854	0.80544466	0.43758962	0.28205794	0.85904735	0.5331541	0.3529244	0.3621737	0.7153937	0.8587264	0.8083046	0.09107312	0.7447087	0.22512424	0.15317877	0.8098975	0.6795027	0.46228755	0.66990393	0.5687759	0.6517537	0.7755986	0.15390864	0.10640988	0.33101878	0.6143035	0.17464052	0.5735423	0.39385256	0.72140944	0.6971945	0.4043103	0.23495798	0.18503565
A2058_SKIN..ACH.000788.	0.8475729	0.7457559	0.54760253	0.110044494	0.5976979	0.6700936	0.82826555	0.1499632	0.7455071	0.1610708	0.15642345	0.43317768	0.7873315	0.11856816	0.7896383	0.8159492	0.17150019	0.09553198	0.69546723	0.8488049	0.1584198	0.39480042	0.24077122	0.7505751	0.732063	0.64682835	0.8121132	0.5772368	0.7384044	0.84000236	0.7221105	0.15533912	0.33041432	0.8624942	0.54185486	0.7175367	0.18154864	0.2046037	0.1552703	0.15510611	0.7641095	0.7935544	0.20138742	0.8344609	0.757464	0.8303431	0.08070136	0.7195578	0.15140781	0.095489234	0.77357435	0.8357115	0.174006	0.264084	0.21853052	0.17859007	0.5239287	0.73191607	0.30017763	0.83687407	0.3903416	0.7849635	0.8700665	0.8432811	0.42329466	0.71294177	0.13630241	0.8289602	0.8485094	0.1589111	0.77127564	0.091787465	0.77233183	0.12239282	0.18468769	0.7987137	0.85230124	0.13099183	0.8615012	0.7832927	0.3427516	0.7097233	0.09043795	0.122192055	0.77823997	0.6628348	0.72231436	0.81868064	0.17157869	0.1084222	0.6108611	0.49391156	0.15558244	0.30294463	0.20701042	0.77051085	0.6166782	0.14603336	0.689993	0.15451251
A2780_OVARY..ACH.000657.	0.81913775	0.10960564	0.77793056	0.86173904	0.77318025	0.7727136	0.38521418	0.37555277	0.16710499	0.10104235	0.88483655	0.61579794	0.73735243	0.19217598	0.7246154	0.86520016	0.21924742	0.087702334	0.68969584	0.8798494	0.81845725	0.19772738	0.75879425	0.24342561	0.53491473	0.8585387	0.83894295	0.77003914	0.846386	0.6723698	0.11002186	0.20623142	0.45091426	0.8468573	0.24121168	0.27609766	0.6608019	0.20781691	0.75438595	0.19668487	0.43083626	0.8738865	0.6993546	0.638551	0.80826384	0.20960155	0.8307099	0.82584476	0.8159565	0.8473498	0.6136348	0.26514873	0.25592482	0.17875062	0.11052013	0.88813007	0.8826828	0.65344876	0.3662288	0.81932837	0.816075	0.8117097	0.14123937	0.099215046	0.50550365	0.45938137	0.10433872	0.83975697	0.1452582	0.155739	0.68369025	0.69670904	0.13889009	0.7635958	0.9114117	0.87898624	0.8419079	0.15452148	0.28998744	0.071860224	0.31891683	0.7644526	0.8137452	0.42810714	0.81644666	0.82777524	0.32926732	0.8184549	0.14124212	0.105603114	0.1109486	0.3410339	0.12702474	0.36398613	0.8310878	0.64445096	0.6695994	0.76556194	0.54221696	0.21313837
A375_SKIN..ACH.000219.	0.7831023	0.649879	0.5488993	0.17424247	0.6566134	0.6593351	0.74648947	0.21845847	0.645011	0.1632619	0.20731643	0.35201243	0.7887281	0.16147287	0.6813467	0.7710535	0.21597496	0.10302784	0.64704776	0.81177694	0.14109552	0.33641696	0.24732876	0.6842148	0.62601095	0.6556008	0.83355224	0.6577631	0.73604095	0.7929999	0.61013013	0.2023191	0.38136742	0.8342489	0.47314057	0.5798266	0.17523074	0.20402022	0.18068418	0.19733821	0.72270167	0.7180296	0.26706767	0.7625458	0.71006346	0.73610806	0.14152148	0.7408215	0.18841282	0.16448759	0.7801217	0.76588106	0.25160864	0.34145567	0.24848907	0.24654426	0.5194948	0.71294856	0.28756797	0.78678966	0.36948392	0.80500543	0.7973709	0.7473517	0.4128216	0.6325907	0.1597383	0.7535639	0.75409395	0.19395132	0.73809767	0.16999996	0.6788934	0.17728402	0.25925213	0.8144391	0.8419474	0.14357641	0.8265882	0.66257304	0.31943256	0.6587918	0.15351239	0.13220479	0.7501773	0.62686634	0.64140433	0.8187668	0.189052	0.12305526	0.6321446	0.4252271	0.17892401	0.2951682	0.2727148	0.73863804	0.70265484	0.19559641	0.6604276	0.18915625
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE..ACH.000697.	0.13900171	0.15660419	0.12802231	0.8104031	0.5867498	0.7041247	0.08820373	0.7597416	0.32633057	0.8119987	0.7561913	0.090245344	0.68322676	0.76479954	0.108516864	0.15479046	0.8127764	0.772907	0.11515269	0.2464591	0.10501228	0.81177485	0.14685816	0.78831863	0.14642859	0.7058126	0.80503285	0.62461436	0.8090172	0.108756535	0.14328621	0.74171144	0.6387787	0.17438705	0.08291649	0.12944996	0.19301893	0.82551074	0.71815085	0.70083356	0.702578	0.17379838	0.7638787	0.19820972	0.12532625	0.20034532	0.76307154	0.7913168	0.75583076	0.66714233	0.74437064	0.11981725	0.7486743	0.7997351	0.83225155	0.7203108	0.81326616	0.68529207	0.08858682	0.10598119	0.7117664	0.7470961	0.22266513	0.17616452	0.79798245	0.07998909	0.7736433	0.14782369	0.14310521	0.792851	0.13250516	0.69580775	0.14186822	0.8001395	0.8083318	0.8365993	0.73609865	0.72447765	0.5020526	0.80361754	0.7234467	0.088440366	0.7318994	0.06995572	0.7852073	0.8010651	0.12637104	0.8297045	0.8179208	0.75363606	0.76417214	0.09648929	0.8297577	0.16911839	0.6834383	0.113921836	0.68752944	0.7876231	0.7183836	0.8142007
A427_LUNG..ACH.000757.	0.7732317	0.47518668	0.7255373	0.7764581	0.49160406	0.29403356	0.6828981	0.60136354	0.50773644	0.58605826	0.7536574	0.670555	0.263516	0.1981275	0.6917398	0.7292852	0.5242526	0.46166942	0.6934687	0.6294435	0.63389385	0.4237308	0.7821807	0.16715646	0.65054363	0.6795394	0.43434018	0.39263684	0.7388034	0.69341105	0.33291134	0.22701147	0.25988808	0.83678055	0.41157228	0.43920895	0.6552092	0.33812013	0.62858284	0.3248136	0.23625867	0.89530027	0.6758943	0.7154252	0.7813425	0.40885463	0.67418396	0.48343462	0.7102947	0.78946686	0.19209865	0.57725984	0.15956512	0.3021361	0.453753	0.7900039	0.75282604	0.29697725	0.414273	0.749949	0.6815103	0.35068107	0.48682624	0.4022672	0.4834795	0.37539846	0.4604732	0.78383803	0.45082223	0.2333513	0.74585146	0.18765527	0.35140958	0.72233564	0.84757143	0.47159085	0.5318835	0.3668477	0.6857863	0.16152585	0.43312472	0.5746144	0.5122319	0.42189193	0.6208607	0.68656707	0.5764391	0.36711144	0.372702	0.40052626	0.12520024	0.5369824	0.53397965	0.5863788	0.6761858	0.681166	0.26853886	0.7685579	0.4768625	0.5014745
