cancer	drug	p	FC
ACC	Selisistat	0.00012314473825585	3.33674492218412
ACC	Selumetinib	0.724521830769224	0.68863358778626
ACC	Sepantronium.bromide	0.32932172652558	1.27646745876929
ACC	Serdemetan	0.180951264326235	0.62531503150315
ACC	SGC0946	0.00612979499734713	2.95365370324498
ACC	Shikonin	0.214638821064749	0.498068576388889
ACC	SL0101	0.0175471458173092	1.359773960217
ACC	SN.38	0.636926384719774	0.786173381407744
ACC	SNX.2112	0.0798874079998987	1.77971819805517
ACC	Sorafenib	0.992595413941924	0.705936493327197
ACC	STF.62247	0.141299155724366	1.2122511351729
ACC	Sunitinib	0.311842119398004	1.92582855973813
ACC	T0901317	0.00102384202677954	4.39228280961183
ACC	TAK.715	0.107391301501745	2.32630064201904
ACC	Talazoparib	0.0566734738703493	2.03078369905956
ACC	Tamoxifen	0.00023057924421283	4.37198156682028
ACC	Tanespimycin	0.133674934128346	0.95130135865117
ACC	Temozolomide	0.407609604591879	0.846885454835112
ACC	Temsirolimus	0.256076541471439	1.90793925805137
ACC	TGX221	4.14963599174728e-05	0.243066720257235
ACC	Thapsigargin	0.0224165251079291	1.358215835141
ACC	THZ.2.102.1	0.00713558638400033	4.48852996254682
ACC	THZ.2.49	0.01870147587187	1.98846871114795
ACC	Tipifarnib	0.0414191907139134	2.31697237569061
ACC	Tivozanib	0.0156856717949976	1.54934868793657
ACC	TL.1.85	0.0582669109028423	0.554860294117647
ACC	TL.2.105	0.160466648628396	0.925922914295007
ACC	Tozasertib	0.000806347546575702	4.31174588665448
ACC	TPCA.1	0.390376477893625	0.643644451145959
ACC	Trametinib	0.135255873389588	0.919001623376623
ACC	Tretinoin	0.47660494972501	0.674247262773723
ACC	Tubastatin.A	0.45604155593392	0.790277777777778
ACC	TW.37	0.136073103213963	0.913357108121251
ACC	UNC0638	0.265348424033907	0.906480582524272
ACC	UNC1215	0.000945129556464972	3.47573469937989
ACC	Veliparib	0.0138598140707885	3.27435361713241
ACC	Vinblastine	0.96772745609562	0.76231308411215
ACC	Vinorelbine	0.000368913668482707	4.13473543400713
ACC	Vismodegib	0.00012640162970344	4.09911268855368
ACC	VNLG.124	0.253742806555936	0.647441509433962
ACC	Vorinostat	0.111223875045429	1.53242429941696
ACC	VX.11e	0.671164008931489	0.656696428571429
ACC	VX.702	0.30989399995383	1.13030303030303
ACC	Wee1.Inhibitor	0.00836014388273166	1.35665883628478
ACC	WH.4.023	0.257912858257528	1.38406983087834
ACC	WHI.P97	0.0391559369722189	3.34338526538157
ACC	WZ.1.84	0.0408483645809225	0.477243313201035
ACC	WZ3105	0.0215711201125646	2.41901329128182
ACC	XAV939	0.482411695125171	0.677557077625571
ACC	XMD11.85h	0.282703919507924	0.651246600181324
ACC	XMD13.2	0.00105230485890931	1.93182097501024
ACC	XMD14.99	0.0599126502592508	2.20086449103091
ACC	XMD15.27	0.901267299263488	0.904609412906356
ACC	XMD8.85	0.111533701429913	1.28021831735889
ACC	XMD8.92	0.122635088570719	0.60134108180599
ACC	Y.39983	0.94675942816147	0.735333230245864
ACC	YK.4.279	0.0032799362614189	3.46708400646204
ACC	YM201636	0.00302241256875007	3.33177385345282
ACC	Z.LLNle.CHO	0.481460832559701	0.992605459057072
ACC	ZG.10	0.000470815871375143	4.08454840613932
ACC	Zibotentan	0.0221676927015892	3.67029166666667
ACC	ZM447439	0.377844584589292	0.843259589368136
ACC	ZSTK474	0.894864329121063	1.00438028870085
BLCA	X.5Z..7.Oxozeaenol	0.279351776723256	1.01986619404527
BLCA	X5.Fluorouracil	0.703860215655677	0.945007179070944
BLCA	A.443654	0.0249715958768937	1.10533562635429
BLCA	A.770041	0.622453545464192	0.95820577009966
BLCA	Afatinib	0.66589908136082	0.93473734831552
BLCA	AICA.Ribonucleotide	0.0165701437668875	1.20330681244604
BLCA	AKT.inhibitor.VIII	0.0400487760135627	1.16355568290501
BLCA	Alectinib	0.00422934165631075	1.20580340489236
BLCA	Amuvatinib	9.12547412454218e-06	1.36502110188471
BLCA	AR.42	0.895111853477845	0.931022690968723
BLCA	AS601245	0.130638771451568	1.03127321101103
BLCA	AS605240	0.00104170235890375	1.48739815666232
BLCA	AT.7519	0.747524116867857	1.00089643646967
BLCA	Avagacestat	0.634092063709763	0.934555094053825
BLCA	Axitinib	0.518127281741827	0.932260132488069
BLCA	AZ628	0.510223796177933	1.14798596542393
BLCA	AZD6482	0.046853593052519	0.782060887087198
BLCA	AZD7762	0.718290014669632	0.937765231253542
BLCA	AZD8055	0.11454986923016	1.27533721930198
BLCA	BAY.61.3606	0.457562115515505	0.978188294753014
BLCA	Belinostat	0.606036272539588	0.924375664907087
BLCA	Bexarotene	0.610048944499197	0.911869144358117
BLCA	BI.2536	0.206319812591695	1.0239027777245
BLCA	Bicalutamide	0.237056418893008	0.844793410331298
BLCA	BIX02189	0.912153367503162	1.02718368871928
BLCA	Bleomycin	0.198152833148919	0.960974268183484
BLCA	Bleomycin..50.uM.	0.445883365632962	0.865546361254674
BLCA	BMS.345541	0.00951430642880624	1.1509851528096
BLCA	BMS.509744	0.0444167693738956	0.818278450418021
BLCA	BMS.536924	0.348873033216183	0.842984184689793
BLCA	BMS.754807	0.760739987368258	0.88414245597194
BLCA	Bortezomib	0.278548188885385	1.06927362588329
BLCA	Bosutinib	0.0564265878164236	1.14402071672412
BLCA	Bryostatin.1	0.627498896949261	0.993673841216423
BLCA	BX.912	0.436664671436861	1.15281109949035
BLCA	BX795	0.0187606254844018	0.762256807329888
BLCA	Cabozantinib	0.661072832088517	0.940797766135328
BLCA	CAY10603	0.29331962222431	1.08622272539025
BLCA	CCT.018159	0.212528735083935	1.03590780471888
BLCA	CCT007093	0.626428153616025	0.926153270565925
BLCA	Cetuximab	0.0764809055170256	0.827398079613787
BLCA	CGP.082996	0.508378655285762	1.07575482753582
BLCA	CGP.60474	0.652604476105878	0.988161599604283
BLCA	CHIR.99021	0.0332925227688461	0.853655257998918
BLCA	CI.1040	0.00385919889568775	0.894793013878775
BLCA	Cisplatin	0.234101313426631	1.00225357523345
BLCA	CMK	0.588800718483843	0.963894600204861
BLCA	CP466722	0.695279579446583	1.06876693001003
BLCA	CP724714	0.00221669565693495	1.22470659613207
BLCA	Crizotinib	0.201835842768174	1.15305468013887
BLCA	CUDC.101	0.00150054164532812	1.16943977627966
BLCA	CX.5461	0.95175232384979	0.915944891157039
BLCA	Cyclopamine	0.674835692731244	0.971529885959411
BLCA	Cytarabine	0.347687533376658	0.822540346527986
BLCA	Dabrafenib	0.0416911080323963	0.874716096080646
BLCA	Dacinostat	2.43255602961373e-05	1.25534095391373
BLCA	Dactolisib	0.18946253310145	0.878750370595996
BLCA	Daporinad	0.559086593939199	0.986439797210133
BLCA	Dasatinib	0.143383238711599	0.802482556078449
BLCA	DMOG	0.0260264921048219	0.735086363297592
BLCA	Docetaxel	0.179177720052583	0.851208951783251
BLCA	Doramapimod	0.681859546619716	1.01868721008268
BLCA	Doxorubicin	0.0787584141690496	1.00757789023954
BLCA	EHT.1864	0.0535380218635331	1.34009899476634
BLCA	Elesclomol	0.456827681131481	0.84841696382882
BLCA	Embelin	0.726739763243845	1.0199803258903
BLCA	Entinostat	0.102597633207714	0.844514957337931
BLCA	Enzastaurin	0.690333307580189	0.959275798144421
BLCA	Epothilone.B	0.372259084760723	0.99686813286388
BLCA	Erlotinib	0.269285552988659	1.00531049803346
BLCA	Etoposide	0.388066354604973	0.949886656491881
BLCA	Fedratinib	0.288000289535533	0.899585102576347
BLCA	FH535	0.135454360513576	0.991497128677603
BLCA	FMK	0.000241515091272721	1.32763392484801
BLCA	Foretinib	0.306728370034199	0.85166303152963
BLCA	FR.180204	0.00829080415745071	1.31375057953089
BLCA	FTI.277	0.105749874450687	1.20667791140495
BLCA	Gefitinib	0.842333425172244	0.936123031300126
BLCA	Gemcitabine	0.075125357184185	1.09733711009296
BLCA	Genentech.Cpd.10	0.00359514048384813	1.26319724819972
BLCA	GNF.2	0.0211864801027159	1.06841621429259
BLCA	GSK1070916	0.875060935678948	0.966671044806075
BLCA	GSK1904529A	0.00319925894917334	1.18587187805829
BLCA	GSK269962A	0.0624256704549782	0.824123786609586
BLCA	GSK319347A	0.0408434957648768	1.1292382205407
BLCA	GSK429286A	0.860646937318177	1.01545804835569
BLCA	GSK650394	0.665280705504174	0.971678434341583
BLCA	GSK690693	0.0064978562033933	1.21837276344074
BLCA	GW.2580	4.02161640235876e-05	1.29504423273018
BLCA	GW441756	0.589029117789071	0.948821684112248
BLCA	GW843682X	0.0463332439580697	1.08139377972532
BLCA	HG.5.113.01	0.705619150297468	0.908593052356137
BLCA	HG.5.88.01	0.0700060570065402	0.842775537165977
BLCA	HG6.64.1	0.0486120518859028	0.758726664159084
BLCA	I.BET.762	0.207627204555839	1.11252912323083
BLCA	ICL1100013	0.948451503128191	0.958058225298812
BLCA	Idelalisib	0.0697470085363689	1.21745153441029
BLCA	Imatinib	0.0491897660557941	1.03606119595116
BLCA	IOX2	0.507677136683054	0.927133454154476
BLCA	IPA.3	0.669106106017793	0.889977028400387
BLCA	Ispinesib.Mesylate	0.000868961155211963	1.23232385650364
BLCA	JNK.Inhibitor.VIII	0.650868319233619	0.866039013304677
BLCA	JNK.9L	0.00517808309973447	1.22055181078553
BLCA	JQ1	0.520962252191044	1.02096973942234
BLCA	JQ12	0.000513133969931281	1.24471281562866
BLCA	JW.7.24.1	0.386127597717736	1.08724493796023
BLCA	JW.7.52.1	0.00208739784426653	1.22046795974293
BLCA	KIN001.236	0.0288469598891612	1.3414292835516
BLCA	KIN001.244	0.645706483682755	1.07333172957625
BLCA	KIN001.260	0.376362346498318	1.09694195157689
BLCA	KIN001.266	0.0569733276989414	1.03265098841121
BLCA	KIN001.270	0.00239572905685526	1.24403441789194
BLCA	KU.55933	0.0976107808624163	1.15228343919252
BLCA	Lapatinib	0.803227672655533	0.913851857292284
BLCA	Lenalidomide	0.833676553877036	0.979455538077172
BLCA	Lestaurtinib	0.0126098555607041	0.766728917045756
BLCA	LFM.A13	0.241854092381297	1.07442567588051
BLCA	Linifanib	0.313509303254524	1.05784518873851
BLCA	Linsitinib	0.88984416373345	0.973647747394471
BLCA	Luminespib	0.982903729303151	0.931786901334047
BLCA	Masitinib	0.372977229372437	1.11910867816548
BLCA	Methotrexate	0.106212885121182	1.08716628811086
BLCA	MG.132	0.820248751193623	0.984420442287522
BLCA	Midostaurin	0.0831144346241603	0.800440699983305
BLCA	Mitomycin.C	0.00496051073110845	1.08068805960633
BLCA	MK.2206	0.375774874382819	1.02512295865607
BLCA	Motesanib	0.832831477115482	0.946363419881541
BLCA	MPS.1.IN.1	0.941191691566184	0.934773801188939
BLCA	Navitoclax	0.707934717624296	0.988798293412479
BLCA	NG.25	0.250701076698639	1.11448086169236
BLCA	Nilotinib	0.809069040413856	0.967375026810857
BLCA	NPK76.II.72.1	0.00764601521133807	1.21377062902206
BLCA	NSC.207895	0.000561935786498326	1.19649785611401
BLCA	NSC.87877	0.876471273063568	0.959644907150711
BLCA	NU7441	0.299135917658182	0.892365698338949
BLCA	Nutlin.3a....	0.154200600876767	0.926951901845353
BLCA	NVP.BHG712	0.168904169244352	0.83944024745511
BLCA	NVP.TAE684	0.663217810457173	1.04759878191178
BLCA	Obatoclax.Mesylate	0.106640552944907	0.933680507977998
BLCA	Olaparib	0.388704582081925	1.03123495282246
BLCA	Omipalisib	0.886622177430943	0.963302793722384
BLCA	OSI.027	2.75971248034796e-05	1.28059200934668
BLCA	OSI.930	0.00209663878644213	1.26889402719065
BLCA	OSU.03012	0.758677733681197	0.908017601881344
BLCA	PAC.1	0.00737294011999811	1.28940755808353
BLCA	Paclitaxel	0.870427772245767	0.917172880521628
BLCA	Palbociclib	0.192902481875718	0.919956757229765
BLCA	Parthenolide	0.392724354679349	1.0170149974753
BLCA	Pazopanib	0.599076138935946	0.889549515668495
BLCA	PD0325901	0.127485049169342	0.976661218771889
BLCA	PD173074	0.426221578183255	0.949262292853905
BLCA	Pelitinib	0.00808642516457728	0.80892873055131
BLCA	Pevonedistat	0.964444305014684	0.954373167937075
BLCA	PF.4708671	0.425834440562228	1.03736549118792
BLCA	PF.562271	0.0667201551690195	1.04848604655103
BLCA	PFI.1	0.26598913303319	0.867729057363827
BLCA	PFI.3	0.67130217346495	1.00825860734107
BLCA	PHA.665752	0.0338833935057574	0.818793498329114
BLCA	PHA.793887	0.170856230124196	0.969896585022907
BLCA	Phenformin	0.571399453866956	1.02932296655133
BLCA	PI.103	0.396241965274516	1.0682993224563
BLCA	Pictilisib	0.484162581039092	0.9307316411506
BLCA	PIK.93	0.208675807976144	1.1892977400403
BLCA	Piperlongumine	0.370462255638709	0.852571511505763
BLCA	PLX.4720	0.0424503140320916	0.784656435828394
BLCA	Ponatinib	0.433284039174637	0.939810767722959
BLCA	Pyrimethamine	0.428955768824919	0.935466533815213
BLCA	QL.VIII.58	0.891460648582634	0.9452636938468
BLCA	QL.X.138	0.496093258545022	1.10676437637302
BLCA	QL.XI.92	0.463356108334665	1.10232263074867
BLCA	QL.XII.47	0.00193055412093854	1.16878516890768
BLCA	QL.XII.61	0.0323876425509191	1.26700769790423
BLCA	QS11	0.140571878834173	0.788438128745381
BLCA	Quizartinib	0.0246735979450078	1.21623780020693
BLCA	Rapamycin	0.156521325013464	0.856840094162234
BLCA	Refametinib	0.536919606901055	0.940285927612759
BLCA	RO.3306	0.974908268181144	0.959423433509429
BLCA	rTRAIL	0.772600660670888	0.83569494246722
BLCA	Rucaparib	0.0488620097663789	0.784791366618993
BLCA	Ruxolitinib	0.153843829711646	1.14244481257464
BLCA	S.Trityl.L.cysteine	0.269873774332737	0.816253939043469
BLCA	Salubrinal	0.0249963195467411	1.14745952759599
BLCA	Saracatinib	0.860525438201061	0.937984294526526
BLCA	SB216763	0.148948895061624	0.886097225691318
BLCA	SB505124	0.645328167754763	1.05169114397572
BLCA	SB52334	0.449732452615771	0.866109402393898
BLCA	SB590885	0.521909180219251	0.854354772093664
BLCA	Seliciclib	0.0031734802412883	1.29617334173647
BLCA	Selisistat	0.00943552113330905	1.18550073494744
BLCA	Selumetinib	0.0403103397905314	0.846046946838457
BLCA	Sepantronium.bromide	0.112175652763925	1.02405525998228
BLCA	Serdemetan	0.511108241614041	0.897545240001331
BLCA	SGC0946	0.00959242972795926	1.1764487231835
BLCA	Shikonin	0.335793385229876	0.875352530201458
BLCA	SL0101	0.543282809869928	0.982851243247588
BLCA	SN.38	0.447450041453309	0.842636451370769
BLCA	SNX.2112	0.728613934834005	1.03794118293237
BLCA	Sorafenib	0.104145066878628	1.14179863364488
BLCA	STF.62247	0.487745853226102	1.08575110698946
BLCA	Sunitinib	0.55409497337796	0.920825266069279
BLCA	T0901317	0.0106645308705671	1.23519267613855
BLCA	TAK.715	0.460502894637698	0.978710003312049
BLCA	Talazoparib	0.769622544467669	0.960014084813116
BLCA	Tamoxifen	0.0120187439702093	1.13550891273721
BLCA	Tanespimycin	0.044186936664669	0.801733621468657
BLCA	Temozolomide	0.798662343334306	0.954225908006055
BLCA	Temsirolimus	0.254141062956811	0.881799320014966
BLCA	TGX221	0.0265704883806939	0.787627131557958
BLCA	Thapsigargin	0.0805525031122154	1.09773234466029
BLCA	THZ.2.102.1	0.61266353312821	1.03782603148184
BLCA	THZ.2.49	1.60396931732369e-05	1.30557658147682
BLCA	Tipifarnib	0.18822301479776	0.925500085941182
BLCA	Tivozanib	0.522926617371771	1.00021821132567
BLCA	TL.1.85	0.347923600842354	0.912301565352066
BLCA	TL.2.105	2.24910212590435e-05	1.4026478378161
BLCA	Tozasertib	0.49801640769796	0.98501855688559
BLCA	TPCA.1	0.0567651781294341	1.09051157176197
BLCA	Trametinib	0.270789220520631	0.909888434182678
BLCA	Tretinoin	0.61175652561101	0.941017166108832
BLCA	Tubastatin.A	0.519172203503705	1.10521660861738
BLCA	TW.37	0.268860739458762	0.858977925490769
BLCA	UNC0638	0.378385729933639	0.905968932428249
BLCA	UNC1215	0.417455620227155	0.963598674927952
BLCA	Veliparib	0.858452680271059	0.893828865451225
BLCA	Vinblastine	0.799510938513768	1.09051157176197
BLCA	Vinorelbine	0.261069371326732	0.980089461793828
BLCA	Vismodegib	0.00515501029581438	1.08382645844759
BLCA	VNLG.124	0.191179500611712	1.19020673800414
BLCA	Vorinostat	0.0669746373608334	1.17415080820577
BLCA	VX.11e	0.000876555960209694	0.854354772093664
BLCA	VX.702	0.293701182273841	1.10577208362974
BLCA	Wee1.Inhibitor	0.944971204085273	0.913671527823408
BLCA	WH.4.023	0.0202006994111078	0.725647697350465
BLCA	WHI.P97	0.0840913919166131	1.05501743287431
BLCA	WZ.1.84	0.159970005779445	1.15005250963642
BLCA	WZ3105	0.00134715792668956	1.45078775229708
BLCA	XAV939	0.424661879127012	0.847998513858218
BLCA	XMD11.85h	0.946189806282004	1.02695461477376
BLCA	XMD13.2	0.192475317591822	1.06865001806888
BLCA	XMD14.99	0.0567395568014613	1.12578940572764
BLCA	XMD15.27	0.0189661748523473	1.22764925177656
BLCA	XMD8.85	0.595268662450586	0.951209488588958
BLCA	XMD8.92	0.16127502472202	0.865159365350094
BLCA	Y.39983	0.584261022401658	0.913996132802599
BLCA	YK.4.279	0.73735351537751	0.886203905939284
BLCA	YM201636	0.000137406173711125	1.25121093805595
BLCA	Z.LLNle.CHO	0.980305393148856	1.00939364861036
BLCA	ZG.10	0.814061806933525	0.894935891188738
